ams,branch,variable,expression,unit,fuel,source,note,src_csv,domain,data_confidence
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDSA,Historical Production,"Interp(2005, 6695.56419, 2006, 7491.916536, 2007, 8170.229641, 2008, 7995.425955, 2009, 8339.092861, 2010, 8403.777925, 2011, 9770.414918, 2012, 11171.59462, 2013, 12198.63502, 2014, 13098.8355, 2015, 14236.87459, 2016, 14157.55838, 2017, 14800.33871, 2018, 12104.79767, 2019, 13148.23236, 2020, 13003.46712, 2021, 12944.8627, 2022, 13482.61598, 2023, 13166.14434, 2024, 13415.63534, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDJW,Historical Production,"Interp(2005, 44451.57255, 2006, 49738.52269, 2007, 54241.81522, 2008, 53081.30081, 2009, 55362.89112, 2010, 55792.33258, 2011, 64865.37881, 2012, 74167.75262, 2013, 80986.23121, 2014, 86962.62478, 2015, 94518.01907, 2016, 93991.44205, 2017, 98258.83391, 2018, 80363.24897, 2019, 87290.56851, 2020, 82725.21826, 2021, 83671.55073, 2022, 85556.54631, 2023, 83548.31434, 2024, 85131.50773, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDKA,Historical Production,"Interp(2005, 2809.593084, 2006, 3143.758507, 2007, 3428.392296, 2008, 3355.041162, 2009, 3499.250692, 2010, 3526.393843, 2011, 4099.862147, 2012, 4687.825263, 2013, 5118.792026, 2014, 5496.534208, 2015, 5974.078248, 2016, 5940.795575, 2017, 6210.519096, 2018, 5079.415992, 2019, 5517.262123, 2020, 4973.359359, 2021, 5247.772198, 2022, 5440.353815, 2023, 5312.654732, 2024, 5413.32654, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Subcritical_IDEast,Historical Production,"Interp(2005, 6907.27018, 2006, 7728.802265, 2007, 8428.562845, 2008, 8248.232069, 2009, 8602.765325, 2010, 8669.495656, 2011, 10079.34413, 2012, 11524.82751, 2013, 12584.34174, 2014, 13513.00551, 2015, 14687.02809, 2016, 14605.20399, 2017, 15268.30828, 2018, 12487.53737, 2019, 13563.96425, 2020, 12632.92958, 2021, 11897.78162, 2022, 10248.4439, 2023, 10007.88659, 2024, 10197.53039, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDSA,Historical Production,"Interp(2005, 4135.531404, 2006, 4122.820981, 2007, 4169.996202, 2008, 4805.761743, 2009, 4783.64072, 2010, 5294.868566, 2011, 5449.471297, 2012, 4777.163293, 2013, 5063.514439, 2014, 5350.721094, 2015, 5456.437586, 2016, 5891.769546, 2017, 5398.629609, 2018, 5372.964333, 2019, 5274.095581, 2020, 2995.883725, 2021, 2816.04704, 2022, 7350.762224, 2023, 8332.799908, 2024, 9113.462549, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Historical Production,"Interp(2005, 28744.75644, 2006, 28656.41036, 2007, 28984.31023, 2008, 33403.31321, 2009, 33249.55706, 2010, 36802.93835, 2011, 37877.5325, 2012, 33204.53453, 2013, 35194.86979, 2014, 37191.15141, 2015, 37925.95295, 2016, 40951.8062, 2017, 37524.14818, 2018, 37345.75705, 2019, 36658.55197, 2020, 30087.90471, 2021, 33310.38127, 2022, 29013.16765, 2023, 32889.23153, 2024, 35970.47608, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDKA,Historical Production,"Interp(2005, 173.659765, 2006, 173.126027, 2007, 175.107015, 2008, 201.804163, 2009, 200.875255, 2010, 222.3428, 2011, 228.834898, 2012, 200.603254, 2013, 212.627748, 2014, 224.688166, 2015, 229.127427, 2016, 247.407942, 2017, 226.699947, 2018, 225.622207, 2019, 221.470498, 2020, 308.917526, 2021, 331.819906, 2022, 289.0134, 2023, 327.624641, 2024, 358.318324, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDEast,Historical Production,"Interp(2005, 784.052396, 2006, 781.642636, 2007, 790.586552, 2008, 911.120879, 2009, 906.92697, 2010, 1003.850286, 2011, 1033.161306, 2012, 905.698919, 2013, 959.988025, 2014, 1014.439327, 2015, 1034.48204, 2016, 1117.01631, 2017, 1023.522267, 2018, 1018.656406, 2019, 999.911951, 2020, 750.334038, 2021, 1516.721783, 2022, 1821.05673, 2023, 2064.343926, 2024, 2257.743048, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDSA,Historical Production,"Interp(2005, 1459.364226, 2006, 1324.170472, 2007, 1516.263954, 2008, 1583.405633, 2009, 2354.05555, 2010, 2477.186562, 2011, 2654.713714, 2012, 2276.216722, 2013, 2386.829794, 2014, 2438.039549, 2015, 1820.108502, 2016, 1482.124117, 2017, 1620.276657, 2018, 2266.20237, 2019, 2081.155351, 2020, 1516.568622, 2021, 1761.718281, 2022, 1602.452572, 2023, 1298.606478, 2024, 1622.953031, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDJW,Historical Production,"Interp(2005, 4131.998296, 2006, 3749.214923, 2007, 4293.10241, 2008, 4483.205263, 2009, 6665.199373, 2010, 7013.828674, 2011, 7516.473507, 2012, 6444.808946, 2013, 6757.995342, 2014, 6902.989044, 2015, 5153.398374, 2016, 4196.439942, 2017, 4587.600729, 2018, 6416.454622, 2019, 5892.518269, 2020, 4137.48576, 2021, 4434.455427, 2022, 4033.564606, 2023, 3268.74768, 2024, 4085.166711, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDKA,Historical Production,"Interp(2005, 437.742266, 2006, 397.190346, 2007, 454.809572, 2008, 474.948993, 2009, 706.108586, 2010, 743.042236, 2011, 796.292231, 2012, 682.760511, 2013, 715.939354, 2014, 731.29993, 2015, 545.948986, 2016, 444.569188, 2017, 486.008607, 2018, 679.756666, 2019, 624.251056, 2020, 444.89361, 2021, 546.272597, 2022, 496.887577, 2023, 402.671154, 2024, 503.244347, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Turbine_IDEast,Historical Production,"Interp(2005, 382.895212, 2006, 347.424258, 2007, 397.824065, 2008, 415.440111, 2009, 617.636491, 2010, 649.942528, 2011, 696.520548, 2012, 597.21382, 2013, 626.23551, 2014, 639.671477, 2015, 477.544138, 2016, 388.866753, 2017, 425.114007, 2018, 594.586342, 2019, 546.035325, 2020, 396.062008, 2021, 469.543696, 2022, 433.095246, 2023, 350.974689, 2024, 438.63591, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Engine_IDSA,Historical Production,"Interp(2005, 0, 2006, 0, 2007, 53.018333, 2008, 0, 2009, 0, 2010, 32.424435, 2011, 21.032066, 2012, 24.099242, 2013, 167.380192, 2014, 22.34657, 2015, 540.261196, 2016, 1073.949871, 2017, 35.929779, 2018, 86.93254, 2019, 2811.905887, 2020, 3588.57741, 2021, 3679.447495, 2022, 2125.899659, 2023, 2025.367087, 2024, 2114.487173, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Engine_IDJW,Historical Production,"Interp(2005, 0, 2006, 0, 2007, 11.429856, 2008, 0, 2009, 0, 2010, 6.99016, 2011, 4.534158, 2012, 5.195389, 2013, 36.084339, 2014, 4.817543, 2015, 116.471178, 2016, 231.525432, 2017, 7.745853, 2018, 18.741186, 2019, 606.199362, 2020, 871.833896, 2021, 807.51705, 2022, 466.564674, 2023, 444.501099, 2024, 464.060011, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Engine_IDKA,Historical Production,"Interp(2005, 0, 2006, 0, 2007, 17.513992, 2008, 0, 2009, 0, 2010, 10.711036, 2011, 6.947699, 2012, 7.960905, 2013, 55.292106, 2014, 7.38193, 2015, 178.469022, 2016, 354.766889, 2017, 11.868986, 2018, 28.717157, 2019, 928.880509, 2020, 1177.238847, 2021, 1107.359125, 2022, 1989.80649, 2023, 1895.709685, 2024, 1979.124594, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Gas Engine_IDEast,Historical Production,"Interp(2005, 0, 2006, 0, 2007, 39.037819, 2008, 0, 2009, 0, 2010, 23.874369, 2011, 15.486077, 2012, 17.744463, 2013, 123.243363, 2014, 16.453957, 2015, 397.798603, 2016, 790.757807, 2017, 26.455382, 2018, 64.009118, 2019, 2070.428605, 2020, 3621.220597, 2021, 4758.634893, 2022, 6223.739177, 2023, 5929.422129, 2024, 6190.328222, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDSA,Historical Production,"Interp(2005, 1921.218177, 2006, 1933.019012, 2007, 1888.344421, 2008, 2242.158759, 2009, 2281.143662, 2010, 2590.704866, 2011, 3471.763679, 2012, 4044.314934, 2013, 4068.548792, 2014, 4695.046724, 2015, 4107.533696, 2016, 4153.051204, 2017, 3911.766263, 2018, 3672.799342, 2019, 2203.38037, 2020, 1435.847604, 2021, 1375.405582, 2022, 1171.270064, 2023, 1248.710538, 2024, 1355.627284, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDJW,Historical Production,"Interp(2005, 878.481578, 2006, 883.877538, 2007, 863.449975, 2008, 1025.232422, 2009, 1043.058362, 2010, 1184.605958, 2011, 1587.472195, 2012, 1849.272617, 2013, 1860.353606, 2014, 2146.821274, 2015, 1878.179546, 2016, 1898.992535, 2017, 1788.664422, 2018, 1679.396229, 2019, 1007.500911, 2020, 443.752617, 2021, 433.457816, 2022, 369.124694, 2023, 393.529989, 2024, 427.224704, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDKA,Historical Production,"Interp(2005, 1899.012663, 2006, 1910.677104, 2007, 1866.518863, 2008, 2216.243801, 2009, 2254.778115, 2010, 2560.761399, 2011, 3431.6369, 2012, 3997.570585, 2013, 4021.524348, 2014, 4640.781192, 2015, 4060.058662, 2016, 4105.050078, 2017, 3866.553917, 2018, 3630.348986, 2019, 2177.913614, 2020, 1730.569335, 2021, 1495.006067, 2022, 1273.119635, 2023, 1357.294063, 2024, 1473.507917, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Diesel_IDEast,Historical Production,"Interp(2005, 4418.287582, 2006, 4445.426345, 2007, 4342.686742, 2008, 5156.365019, 2009, 5246.019862, 2010, 5957.927776, 2011, 7984.127226, 2012, 9300.841864, 2013, 9356.573253, 2014, 10797.35081, 2015, 9446.228096, 2016, 9550.906183, 2017, 8996.015399, 2018, 8446.455443, 2019, 5067.185104, 2020, 3119.860443, 2021, 3119.120535, 2022, 3266.495607, 2023, 3482.465411, 2024, 3780.640095, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Large Hydro_IDSA,Historical Production,"Interp(2005, 3152.596998, 2006, 2828.665819, 2007, 3317.502072, 2008, 3388.637594, 2009, 3346.309018, 2010, 5131.163934, 2011, 3650.545652, 2012, 3762.246058, 2013, 4974.489417, 2014, 4456.552269, 2015, 4039.145487, 2016, 5490.074977, 2017, 5476.847297, 2018, 6353.107591, 2019, 6209.651935, 2020, 7008.237707, 2021, 7191.745174, 2022, 7923.355576, 2023, 7173.348316, 2024, 7916.646059, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Large Hydro_IDJW,Historical Production,"Interp(2005, 5696.728033, 2006, 5111.385908, 2007, 5994.71073, 2008, 6123.252286, 2009, 6046.764748, 2010, 9271.989235, 2011, 6596.518922, 2012, 6798.361034, 2013, 8988.879114, 2014, 8052.96911, 2015, 7298.717007, 2016, 9920.539811, 2017, 9896.637455, 2018, 11480.03571, 2019, 11220.81201, 2020, 13281.29936, 2021, 13356.90959, 2022, 14715.69716, 2023, 13322.74192, 2024, 14703.23587, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Large Hydro_IDKA,Historical Production,"Interp(2005, 573.845542, 2006, 514.882578, 2007, 603.862078, 2008, 616.810388, 2009, 609.105608, 2010, 933.990469, 2011, 664.48371, 2012, 684.815766, 2013, 905.472085, 2014, 811.195549, 2015, 735.217864, 2016, 999.320577, 2017, 996.912833, 2018, 1156.412466, 2019, 1130.30022, 2020, 1180.169718, 2021, 1197.605891, 2022, 1319.437367, 2023, 1194.542353, 2024, 1318.320064, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Large Hydro_IDEast,Historical Production,"Interp(2005, 1301.829427, 2006, 1168.065695, 2007, 1369.925121, 2008, 1399.299733, 2009, 1381.820625, 2010, 2118.856362, 2011, 1507.451716, 2012, 1553.577141, 2013, 2054.159385, 2014, 1840.283072, 2015, 1667.919642, 2016, 2267.064636, 2017, 2261.602414, 2018, 2623.444235, 2019, 2564.205837, 2020, 2819.293215, 2021, 2831.73935, 2022, 3202.509897, 2023, 2899.367415, 2024, 3199.798004, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDSA,Historical Production,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 8.068583, 2019, 12.099513, 2020, 10.434909, 2021, 42.276768, 2022, 47.62178, 2023, 0, 2024, 54.018735, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDJW,Historical Production,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 8.068583, 2019, 12.099513, 2020, 10.434909, 2021, 34.535811, 2022, 38.902141, 2023, 0, 2024, 44.127802, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDKA,Historical Production,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 0.201715, 2019, 0.302488, 2020, 0.521745, 2021, 0.666638, 2022, 0.75092, 2023, 0, 2024, 0.85179, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Small Hydro_IDEast,Historical Production,"Interp(2005, 0, 2006, 0, 2007, 0, 2008, 0, 2009, 0, 2010, 0, 2011, 0, 2012, 0, 2013, 0, 2014, 0, 2015, 0, 2016, 0, 2017, 0, 2018, 7.66112, 2019, 11.488487, 2020, 14.598437, 2021, 41.480783, 2022, 46.725159, 2023, 0, 2024, 53.001673, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash_IDSA,Historical Production,"Interp(2005, 2132.238776, 2006, 2149.673799, 2007, 2266.8759, 2008, 2682.733493, 2009, 3001.084104, 2010, 3021.102093, 2011, 3025.622285, 2012, 3040.151471, 2013, 3039.505729, 2014, 3241.29998, 2015, 3243.882947, 2016, 3440.511265, 2017, 4121.122915, 2018, 4526.325772, 2019, 4552.478307, 2020, 4805.337048, 2021, 4791.315469, 2022, 5025.770037, 2023, 5103.822111, 2024, 5097.493564, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
Indonesia,Transformation\Centralized Electricity Generation\Processes\Geothermal Flash_IDJW,Historical Production,"Interp(2005, 4081.381566, 2006, 4114.754462, 2007, 4339.094485, 2008, 5135.099854, 2009, 5744.464212, 2010, 5782.781241, 2011, 5791.433473, 2012, 5819.24422, 2013, 5818.008187, 2014, 6204.268556, 2015, 6209.212689, 2016, 6585.584792, 2017, 7888.363766, 2018, 8663.974588, 2019, 8714.033931, 2020, 9853.156448, 2021, 10102.15699, 2022, 10596.48822, 2023, 10761.05561, 2024, 10747.71231, FirstScenarioYear, 0)",Gigawatt-Hour,,"Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv (round 2 ID/MY subnational, 2026-05-07)","Round 2 — ID/MY subnational EC+HP from Rev1 LEAP-export, anchor with FirstScenarioYear=0",Transformation_ Input LEAP_ID_MY_Nodes Rev1.csv,power_historical_production,High
