r,t,region_name,tech_name,cat,renew,peak_GW,first_GW,last_GW,n_dips,biggest_dip_GW,biggest_pos_delta_GW,pulse_ratio,monotone_increasing
R14,P16068,Vietnam,All Mines,Other,False,0.36960794205000097,0.16108556052747317,0.2085223815225278,1,-0.16108556052747317,0.2085223815225278,,False
R16,P15321,Singapore,Gas Combined Cycle with CCS,Gas,False,0.49186826543561,0.15384615384615388,0.3380221115894564,1,-0.15384615384615363,0.33802211158945583,1.999999999999998,False
R15,P2641,Brunei,Electricity,Other,False,0.7916017180660294,0.7916017180660294,0.6406382522368885,1,-0.15187701141498822,0.0009135455858473307,,False
R6,P2831,Cambodia,Gas Combined Cycle,Gas,False,1.7389788715130872,0.15,1.7389788715130872,1,-0.15000000000000002,0.9389788715130871,1.079919816042481,False
R11,P16131,Thailand,All Mines,Other,False,0.27614611872146116,0.13807305936073058,0.13807305936073058,1,-0.13807305936073058,0.13807305936073058,,False
R13,P2521,Laos,Natural Gas,Other,False,0.7040452158795277,0.6648824329769496,0.5832621820829573,1,-0.0946062254643868,0.03916278290257813,,False
R13,P2605,Laos,Natural Gas,Other,False,0.7040452158795277,0.6648824329769496,0.5832621820829573,1,-0.0946062254643868,0.03916278290257813,,False
R15,P2627,Brunei,All Mines,Other,False,0.1378363189348234,0.08981229522277165,0.042528891414590014,1,-0.08981229522277165,0.042528891414590014,1.7711506919782434,False
R15,P2831,Brunei,Gas Combined Cycle,Gas,False,0.8313767819586007,0.4493765819586007,0.7480002,1,-0.08337658195860065,0.18983339999999993,1.227370062612015,False
R17,P21252,Malaysia,Gas Combined Cycle_MYSB,Gas,False,1.4940000000000002,1.1825,1.4940000000000002,1,-0.08040000000000003,0.3042,1.5524368461342175,False
R20,P2516,Timor Leste,Electricity,Other,False,0.19839737353330866,0.07673870946659472,0.14048993804025675,1,-0.07673870946659474,0.1040589396788751,10.40417423421433,False
R17,P21274,Malaysia,Gas Combined Cycle_MYSR,Gas,False,1.9602001,1.706,1.9602001,1,-0.0656000000000001,0.24903340000000007,1.5574316580889123,False
R1,P14612,Indonesia,Anaerobic Digestion,Other,False,0.09575854268196635,0.03890510770321319,0.05205359941300283,0,0.0,0.05205359941300283,1.8311505516757578,True
R1,P14937,Indonesia,SMR,Other,False,1.3470816512446642,0.0016318214645085563,1.3470816512446642,0,0.0,0.3717067289194158,1.1436376559685488,True
R1,P15103,Indonesia,PEM Electrolysis,Other,False,0.09682443000152487,0.03038490099034566,0.06643952901117921,0,0.0,0.06643952901117921,,True
R1,P16040,Indonesia,HVO Renewable Diesel,Diesel,False,15.398107697079599,0.018652887617979445,15.398107697079599,0,0.0,4.248874029530366,2.059534175411675,True
R1,P16110,Indonesia,All Mines,Other,False,3.538573294843591,3.538573294843591,3.538573294843591,0,0.0,0.0,,True
R1,P19874,Indonesia,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R1,P19878,Indonesia,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R1,P19882,Indonesia,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R1,P19886,Indonesia,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R1,P21809,Indonesia,Coal Subcritical_IDEast,Coal,False,9.87624924,9.80624924,9.87624924,0,0.0,0.06400000000000006,1.8285714285714227,True
R1,P21872,Indonesia,Coal Subcritical_IDJW,Coal,False,38.25653401,38.25653401,38.25653401,0,0.0,0.0,,True
R1,P21935,Indonesia,Coal Subcritical_IDKA,Coal,False,3.234069184,2.987069184,3.234069184,0,0.0,0.2469999999999999,,True
R1,P21998,Indonesia,Coal Subcritical_IDSA,Coal,False,8.257987570000001,7.940987570000001,8.257987570000001,0,0.0,0.2530000000000001,1.5962145110410093,True
R1,P22061,Indonesia,Diesel_IDEast,Diesel,False,2.794387735,2.794387735,2.794387735,0,0.0,0.0,,True
R1,P22078,Indonesia,Diesel_IDKA,Diesel,False,1.243633378,1.243633378,1.243633378,0,0.0,0.0,,True
R1,P22095,Indonesia,Diesel_IDSA,Diesel,False,1.4222304730000002,1.417230473,1.4222304730000002,0,0.0,0.0050000000000001155,,True
R1,P22112,Indonesia,Diesel_IDJW,Diesel,False,0.3640284137,0.3640284137,0.3640284137,0,0.0,0.0,,True
R1,P22129,Indonesia,Gas Combined Cycle_IDEast,Gas,False,3.0141010753,0.9141010753000001,3.0141010753,0,0.0,2.1,,True
R1,P22147,Indonesia,Gas Combined Cycle_IDKA,Gas,False,0.8587692315,0.1787692315,0.8587692315,0,0.0,0.6799999999999999,,True
R1,P22165,Indonesia,Gas Combined Cycle_IDSA,Gas,False,17.109372915094756,2.219284324,17.109372915094756,0,0.0,8.980088591094756,1.2061833663589394,True
R1,P22183,Indonesia,Gas Combined Cycle_IDJW,Gas,False,45.84954011365061,15.48625537,45.84954011365061,0,0.0,10.0,1.1618932875305692,True
R1,P22201,Indonesia,Gas Turbine_IDEast,Gas,False,15.0,5.0,15.0,0,0.0,5.0,1.0,True
R1,P22218,Indonesia,Gas Turbine_IDKA,Gas,False,15.0,5.0,15.0,0,0.0,5.0,1.0,True
R1,P22235,Indonesia,Gas Turbine_IDSA,Gas,False,15.0,0.335819716,15.0,0,0.0,5.0,1.0,True
R1,P22269,Indonesia,Gas Engine_IDEast,Gas,False,18.1157083681,1.1807083681,18.1157083681,0,0.0,5.000000000000002,1.0000000000000004,True
R1,P22286,Indonesia,Gas Engine_IDKA,Gas,False,14.832464524815435,0.5488861181,14.832464524815435,0,0.0,5.0,1.0830037456255486,True
R1,P22303,Indonesia,Gas Engine_IDSA,Gas,False,16.69026246410638,1.80367875,16.69026246410638,0,0.0,5.0,1.6066838046272491,True
R1,P22320,Indonesia,Gas Engine_IDJW,Gas,False,15.4415467641,0.2385467641,15.4415467641,0,0.0,5.0,1.0,True
R1,P2516,Indonesia,Electricity,Other,False,243.09558453803166,51.10727672617292,243.09558453803166,0,0.0,38.96316543279244,1.3477671078428939,True
R1,P2521,Indonesia,Natural Gas,Other,False,377.0592280686565,49.703239206865916,377.0592280686565,0,0.0,93.4014425213362,3.510363344089301,True
R1,P2589,Indonesia,Natural Gas,Other,False,34.89146038822626,34.89146038822626,34.89146038822626,0,0.0,0.0,,True
R1,P2605,Indonesia,Natural Gas,Other,False,377.0592280686565,49.70323920686592,377.0592280686565,0,0.0,93.4014425213362,3.5103633440893023,True
R1,P2641,Indonesia,Electricity,Other,False,212.86664860072736,50.93236125177978,212.86664860072736,0,0.0,55.307988126858106,1.7081818571422047,True
R1,P2668,Indonesia,Natural Gas,Other,False,98.89569419732369,32.690968770529636,98.89569419732369,0,0.0,13.565487940024276,1.191385788039108,True
R1,P3012,Indonesia,Coal Supercritical,Coal,False,9.752,6.635,9.752,0,0.0,2.253,1.4456207892204038,True
R1,P6126,Indonesia,Molasses,Other,False,1968453.6526019366,1968453.6526019366,1968453.6526019366,0,0.0,0.0,,True
R1,P6131,Indonesia,FAME Biodiesel,Diesel,False,19954503.732876718,19954503.732876718,19954503.732876718,0,0.0,0.0,,True
R1,P6142,Indonesia,Anaerobic Digestion with Upgrading,Other,False,0.26464052285490197,0.26464052285490197,0.26464052285490197,0,0.0,0.0,,True
R11,P14937,Thailand,SMR,Other,False,0.1216720864971514,0.002803970982419051,0.1216720864971514,0,0.0,0.0250058104535897,1.4304948410502345,True
R11,P16040,Thailand,HVO Renewable Diesel,Diesel,False,1.390799058008432,0.032051395790954035,1.390799058008432,0,0.0,0.2858343160278111,1.430494841050234,True
R11,P16068,Thailand,All Mines,Other,False,0.09846153846153849,0.09846153846153849,0.09846153846153845,0,0.0,0.0,,True
R11,P16166,Thailand,Sugarcane,Other,False,2204675.6271073264,2204675.6271073264,2204675.6271073264,0,0.0,0.0,,True
R11,P16170,Thailand,Cassava,Other,False,6128552.85434279,6128552.85434279,6128552.85434279,0,0.0,0.0,,True
R11,P19874,Thailand,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R11,P19878,Thailand,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R11,P19882,Thailand,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R11,P19886,Thailand,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R11,P2516,Thailand,Electricity,Other,False,69.13095157830334,25.113624313759445,69.13095157830334,0,0.0,9.171889684864908,1.1988220709558375,True
R11,P2641,Thailand,Electricity,Other,False,65.67440399938819,23.857943098071473,65.67440399938819,0,0.0,8.713295200621673,1.198822070955839,True
R11,P2720,Thailand,Coal Subcritical,Coal,False,6.140000000000001,6.140000000000001,6.140000000000001,0,0.0,0.0,,True
R11,P2776,Thailand,Diesel,Diesel,False,0.065,0.065,0.065,0,0.0,0.0,,True
R11,P2831,Thailand,Gas Combined Cycle,Gas,False,98.51149412047842,38.06,98.51149412047842,0,0.0,16.118119845092593,1.1426419175062918,True
R11,P3012,Thailand,Coal Supercritical,Coal,False,0.06,0.06,0.06,0,0.0,0.0,,True
R11,P6126,Thailand,Molasses,Other,False,30445308.47480804,30445308.47480804,30445308.47480804,0,0.0,0.0,,True
R11,P6131,Thailand,FAME Biodiesel,Diesel,False,3130666.6952054803,3130666.6952054803,3130666.6952054803,0,0.0,0.0,,True
R12,P19874,Myanmar,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R12,P19878,Myanmar,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R12,P19882,Myanmar,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R12,P19886,Myanmar,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R12,P2521,Myanmar,Natural Gas,Other,False,17.71910440142821,17.019473082512054,17.71910440142821,0,0.0,0.16060372484727026,1.8231644767071749,True
R12,P2605,Myanmar,Natural Gas,Other,False,19.687893779364682,18.910525647235612,19.687893779364682,0,0.0,0.178448583163636,1.8231644767071622,True
R12,P2720,Myanmar,Coal Subcritical,Coal,False,0.19,0.19,0.19,0,0.0,0.0,,True
R12,P2776,Myanmar,Diesel,Diesel,False,0.180739,0.180739,0.180739,0,0.0,0.0,,True
R12,P2808,Myanmar,Gas Turbine,Gas,False,1.1248,1.1248,1.1248,0,0.0,0.0,,True
R12,P2831,Myanmar,Gas Combined Cycle,Gas,False,5.595761193481927,1.0335999999999999,5.595761193481927,0,0.0,1.1500000000000012,1.000000000000001,True
R12,P2858,Myanmar,Gas Engine,Gas,False,0.8816,0.8816,0.8816,0,0.0,0.0,,True
R13,P16110,Laos,All Mines,Other,False,0.5773047031963469,0.5773047031963467,0.5773047031963469,0,0.0,2.220446049250313e-16,2.0,True
R13,P19874,Laos,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R13,P19878,Laos,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R13,P19882,Laos,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R13,P19886,Laos,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R13,P2516,Laos,Electricity,Other,False,6.92349701364884,4.961170500272449,6.92349701364884,0,0.0,1.0792582454093003,3.6494275593343044,True
R13,P2641,Laos,Electricity,Other,False,6.300382282420444,4.543368125932412,6.300382282420444,0,0.0,0.5405077778257343,1.6375786462449433,True
R13,P2720,Laos,Coal Subcritical,Coal,False,4.2780000000000005,1.8780000000000001,4.2780000000000005,0,0.0,2.4000000000000004,,True
R14,P19874,Vietnam,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R14,P19878,Vietnam,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R14,P19882,Vietnam,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R14,P19886,Vietnam,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R14,P2516,Vietnam,Electricity,Other,False,78.23486566639785,25.157747501077246,78.23486566639785,0,0.0,19.492631952897728,1.9943205329602103,True
R14,P2521,Vietnam,Natural Gas,Other,False,28.67996817380601,11.65600025407396,28.67996817380601,0,0.0,3.272986877603911,1.3487292335571768,True
R14,P2605,Vietnam,Natural Gas,Other,False,28.67996817380601,11.656000254073959,28.67996817380601,0,0.0,3.2729868776039126,1.3487292335571774,True
R14,P2641,Vietnam,Electricity,Other,False,73.37530698552955,23.59507401504783,73.37530698552955,0,0.0,12.478558729060193,1.2511435340289545,True
R14,P2720,Vietnam,Coal Subcritical,Coal,False,28.609,28.419,28.609,0,0.0,0.19000000000000128,,True
R14,P2831,Vietnam,Gas Combined Cycle,Gas,False,39.926,9.372,39.926,0,0.0,27.554000000000002,1.8036263664332002,True
R14,P3012,Vietnam,Coal Supercritical,Coal,False,24.916003,1.8,24.916003,0,0.0,10.842000000000002,2.4668933560090935,True
R15,P19874,Brunei,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R15,P19878,Brunei,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R15,P19882,Brunei,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R15,P19886,Brunei,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R15,P2544,Brunei,All Refineries,Other,False,10.161066351982441,10.161066351982441,10.16106635198244,0,0.0,0.0,,True
R15,P2589,Brunei,Natural Gas,Other,False,9.994365296831841,9.994365296831841,9.994365296831841,0,0.0,0.0,,True
R15,P2605,Brunei,Natural Gas,Other,False,1.0501772010460872,0.9045061822594318,1.0501772010460872,0,0.0,0.09772804707198945,8.594690361206396,True
R15,P2808,Brunei,Gas Turbine,Gas,False,0.66943,0.66943,0.66943,0,0.0,0.0,,True
R15,P3122,Brunei,Coal IGCC,Coal,False,0.254,0.254,0.254,0,0.0,0.0,,True
R16,P16146,Singapore,H2 Fuel Cell,Other,False,3.387522197122936,3.387522197122936,3.387522197122936,0,0.0,0.0,,True
R16,P19874,Singapore,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R16,P19878,Singapore,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R16,P19882,Singapore,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R16,P19886,Singapore,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R16,P2516,Singapore,Electricity,Other,False,10.440340692151986,8.270568242899051,10.440340692151986,0,0.0,0.9364178017183686,2.1832316620942245,True
R16,P2544,Singapore,All Refineries,Other,False,41.58529748533373,24.694288414598002,41.58529748533373,0,0.0,3.0429479273892213,1.287971970081807,True
R16,P2641,Singapore,Electricity,Other,False,10.153857743559335,8.043623850313901,10.153857743559335,0,0.0,0.9107224972392185,2.183231662094233,True
R16,P2831,Singapore,Gas Combined Cycle,Gas,False,12.81960901305626,1.0135714,12.81960901305626,0,0.0,5.067857,3.3624365295525007,True
R17,P15103,Malaysia,PEM Electrolysis,Other,False,1.4579885511369017,0.02884532656923271,1.4579885511369017,0,0.0,0.33107230363104034,1.2307797139778405,True
R17,P16040,Malaysia,HVO Renewable Diesel,Diesel,False,2.208471043548317,0.028229932276444804,2.208471043548317,0,0.0,0.5247068736913854,1.9791646161014158,True
R17,P19874,Malaysia,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R17,P19878,Malaysia,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R17,P19882,Malaysia,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R17,P19886,Malaysia,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R17,P21096,Malaysia,Coal Subcritical_MYPE,Coal,False,9.7028,9.7028,9.7028,0,0.0,0.0,,True
R17,P21163,Malaysia,Coal Subcritical_MYSR,Coal,False,1.054,1.054,1.054,0,0.0,0.0,,True
R17,P22337,Malaysia,Diesel_MYPE,Diesel,False,0.2447,0.2447,0.2447,0,0.0,0.0,,True
R17,P22354,Malaysia,Diesel_MYSR,Diesel,False,0.064,0.064,0.064,0,0.0,0.0,,True
R17,P22371,Malaysia,Diesel_MYSB,Diesel,False,0.08719999999999999,0.08719999999999999,0.08719999999999999,0,0.0,0.0,,True
R17,P2516,Malaysia,Electricity,Other,False,38.243628213899676,22.916968614507574,38.243628213899676,0,0.0,4.475038556467084,1.197857386831181,True
R17,P2521,Malaysia,Natural Gas,Other,False,45.28834344579701,23.733400051939086,45.28834344579701,0,0.0,4.516049390323531,1.2985148796498283,True
R17,P2544,Malaysia,All Refineries,Other,False,36.38629429101343,26.77257189985937,36.38629429101343,0,0.0,2.6909076186754106,2.0776134981305527,True
R17,P2589,Malaysia,Natural Gas,Other,False,42.401705479571646,42.401705479571646,42.401705479571646,0,0.0,0.0,,True
R17,P2605,Malaysia,Natural Gas,Other,False,45.28834344579701,21.199536966040622,45.28834344579701,0,0.0,4.516049390323531,1.311643396079666,True
R17,P3067,Malaysia,Coal Ultrasupercritical,Coal,False,4.7953,3.3953,4.7953,0,0.0,1.4,,True
R17,P6131,Malaysia,FAME Biodiesel,Diesel,False,1699812.1575342468,1699812.1575342468,1699812.1575342468,0,0.0,0.0,,True
R19,P16166,Philippines,Sugarcane,Other,False,1342088.6484778726,1342088.6484778726,1342088.6484778726,0,0.0,0.0,,True
R19,P19874,Philippines,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R19,P19878,Philippines,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R19,P19882,Philippines,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R19,P19886,Philippines,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R19,P2516,Philippines,Electricity,Other,False,28.45140120148558,13.300304273652285,28.45140120148558,0,0.0,3.423332775443299,1.2273159621106762,True
R19,P2641,Philippines,Electricity,Other,False,25.739982666984005,12.54074558885848,25.739982666984005,0,0.0,2.944750257132654,1.3655707191958586,True
R19,P2776,Philippines,Diesel,Diesel,False,3.456776,3.259836,3.456776,0,0.0,0.09847000000000028,1.0000000000000022,True
R19,P2831,Philippines,Gas Combined Cycle,Gas,False,21.275588,3.7315880000000003,21.275588,0,0.0,7.529999999999999,1.6894772268341933,True
R19,P6126,Philippines,Molasses,Other,False,8067119.810959387,8067119.810959387,8067119.810959387,0,0.0,0.0,,True
R19,P6131,Philippines,FAME Biodiesel,Diesel,False,7.134703196347035,7.134703196347035,7.134703196347035,0,0.0,0.0,,True
R20,P19874,Timor Leste,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R20,P19878,Timor Leste,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R20,P19882,Timor Leste,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R20,P19886,Timor Leste,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R20,P2641,Timor Leste,Electricity,Other,False,0.14048993804025675,0.07673870946659472,0.14048993804025675,0,0.0,0.034240831909616645,2.3205944873885564,True
R20,P2776,Timor Leste,Diesel,Diesel,False,0.28250000000000003,0.28250000000000003,0.28250000000000003,0,0.0,0.0,,True
R6,P14937,Cambodia,SMR,Other,False,0.581118594433663,0.00011198060847340675,0.581118594433663,0,0.0,0.34290012624336663,2.6932343362323805,True
R6,P15103,Cambodia,PEM Electrolysis,Other,False,0.21735462792426813,0.0077047408816824,0.17693292317743012,0,0.0,0.10687013719940323,1.5253480961051116,True
R6,P19874,Cambodia,Gasoline,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R6,P19878,Cambodia,Ethanol,Other,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R6,P19882,Cambodia,Diesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R6,P19886,Cambodia,Biodiesel,Diesel,False,1000000000000.0,1000000000000.0,1000000000000.0,0,0.0,0.0,,True
R6,P2516,Cambodia,Electricity,Other,False,5.205036019970622,2.802286071557531,5.205036019970622,0,0.0,0.7862024695987446,1.1379802935243892,True
R6,P2521,Cambodia,Natural Gas,Other,False,1.0027565715431364,0.47412901892644216,1.0027565715431364,0,0.0,0.4086802754181849,3.410316384351997,True
R6,P2605,Cambodia,Natural Gas,Other,False,1.0027565715431364,0.4741290189264421,1.0027565715431364,0,0.0,0.4086802754181849,3.410316384351997,True
R6,P2641,Cambodia,Electricity,Other,False,5.205036019970622,2.802286071557531,5.205036019970622,0,0.0,0.7862024695987446,1.1379802935243892,True
R6,P2720,Cambodia,Coal Subcritical,Coal,False,1.3,1.3,1.3,0,0.0,0.0,,True
R6,P2792,Cambodia,Fuel Oil,Fuel Oil,False,0.4,0.4,0.4,0,0.0,0.0,,True
